"","DATE","STATE","EVTYPE","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","SHORTDATE","PROPDMG_TOTAL","CROPDMG_TOTAL","DAMAGES"
"406699",2000-02-13,"TN","TORNADO",0,1,500,"K",0,"",2000-02-01,0.5,0,0.5
"406823",2000-06-26,"TN","WIND",0,1,30,"K",0,"",2000-06-01,0.03,0,0.03
"406940",2000-05-19,"TN","STORM",0,1,0,"",0,"",2000-05-01,0,0,0
"406972",2000-05-23,"TN","TORNADO",0,1,0,"",0,"",2000-05-01,0,0,0
"407001",2000-05-25,"TN","WIND",0,1,75,"K",0,"",2000-05-01,0.075,0,0.075
"407021",2000-05-25,"TN","TORNADO",0,3,50,"K",0,"",2000-05-01,0.05,0,0.05
"407059",2000-05-27,"TN","WIND",0,1,20,"K",0,"",2000-05-01,0.02,0,0.02
"407153",2000-07-20,"TN","WIND",0,1,5,"K",0,"",2000-07-01,0.005,0,0.005
"407305",2000-08-10,"TN","STORM",0,2,0,"",0,"",2000-08-01,0,0,0
"407390",2000-11-08,"TN","WIND",0,1,40,"K",0,"",2000-11-01,0.04,0,0.04
"407521",2000-02-09,"TX","FOG",0,4,75,"K",0,"",2000-02-01,0.075,0,0.075
"407639",2000-02-25,"TX","WIND",0,1,40,"K",0,"",2000-02-01,0.04,0,0.04
"407739",2000-03-07,"TX","WIND",0,1,750,"K",0,"",2000-03-01,0.75,0,0.75
"407893",2000-03-10,"TX","TORNADO",0,2,1,"M",0,"",2000-03-01,1,0,1
"407920",2000-03-14,"TX","FLOOD",0,1,100,"K",0,"",2000-03-01,0.1,0,0.1
"408089",2000-03-22,"TX","TORNADO",0,5,200,"K",0,"",2000-03-01,0.2,0,0.2
"408090",2000-03-22,"TX","FLOOD",2,1,10,"K",0,"",2000-03-01,0.01,0,0.01
"408094",2000-03-22,"TX","WIND",0,1,20,"K",0,"",2000-03-01,0.02,0,0.02
"408239",2000-03-28,"TX","TORNADO",2,80,0,"",0,"",2000-03-01,0,0,0
"408324",2000-04-02,"TX","WIND",0,2,800,"K",0,"",2000-04-01,0.8,0,0.8
"408383",2000-04-03,"TX","TORNADO",0,1,100,"K",0,"",2000-04-01,0.1,0,0.1
"408602",2000-04-23,"TX","TORNADO",0,2,25,"K",0,"",2000-04-01,0.025,0,0.025
"408653",2000-05-02,"TX","WIND",0,1,50,"K",0,"",2000-05-01,0.05,0,0.05
"409369",2000-05-27,"TX","WIND",1,4,50,"K",0,"",2000-05-01,0.05,0,0.05
"409417",2000-05-31,"TX","WIND",0,1,50,"K",0,"",2000-05-01,0.05,0,0.05
"409714",2000-07-06,"TX","FIRE",0,2,40,"K",0,"",2000-07-01,0.04,0,0.04
"409730",2000-07-16,"TX","STORM",0,1,0,"",0,"",2000-07-01,0,0,0
"409886",2000-08-02,"TX","STORM",0,17,0,"K",0,"",2000-08-01,0,0,0
"409993",2000-09-03,"TX","WIND",1,2,1,"M",0,"",2000-09-01,1,0,1
"410058",2000-10-15,"TX","STORM",0,1,0,"",0,"",2000-10-01,0,0,0
"410069",2000-10-17,"TX","FLOOD",0,8,30,"K",0,"",2000-10-01,0.03,0,0.03
"410187",2000-11-02,"TX","FLOOD",1,1,10,"K",0,"",2000-11-01,0.01,0,0.01
"410242",2000-11-03,"TX","TORNADO",0,2,80,"K",0,"",2000-11-01,0.08,0,0.08
"410287",2000-11-05,"TX","FLOOD",1,1,10,"K",0,"",2000-11-01,0.01,0,0.01
"410335",2000-11-06,"TX","WIND",0,1,15,"K",0,"",2000-11-01,0.015,0,0.015
"410389",2000-11-12,"TX","WIND",0,2,150,"K",0,"",2000-11-01,0.15,0,0.15
"410407",2000-11-24,"TX","TORNADO",0,1,250,"K",0,"",2000-11-01,0.25,0,0.25
"410432",2000-01-01,"UT","STORM",0,2,20,"K",0,"",2000-01-01,0.02,0,0.02
"410433",2000-01-04,"UT","SNOW",0,5,30,"K",0,"",2000-01-01,0.03,0,0.03
"410444",2000-02-25,"UT","AVALANCHE",0,2,0,"",0,"",2000-02-01,0,0,0
"410445",2000-02-27,"UT","AVALANCHE",0,1,0,"",0,"",2000-02-01,0,0,0
"410449",2000-03-20,"UT","WIND",0,1,2.5,"M",170,"K",2000-03-01,2.5,0.17,0.17
"410461",2000-05-24,"UT","STORM",1,6,0,"",0,"",2000-05-01,0,0,0
"410462",2000-05-24,"UT","STORM",0,1,0,"",0,"",2000-05-01,0,0,0
"410505",2000-08-16,"UT","STORM",0,1,0,"",0,"",2000-08-01,0,0,0
"410510",2000-08-23,"UT","STORM",2,4,0,"",0,"",2000-08-01,0,0,0
"410544",2000-11-14,"UT","SNOW",0,6,50,"K",0,"",2000-11-01,0.05,0,0.05
"410549",2000-12-15,"UT","STORM",1,1,20,"K",0,"",2000-12-01,0.02,0,0.02
"410550",2000-12-16,"UT","AVALANCHE",0,1,0,"",0,"",2000-12-01,0,0,0
"410605",2000-05-09,"VT","WIND",0,1,200,"K",0,"",2000-05-01,0.2,0,0.2
"410634",2000-07-16,"VT","STORM",0,1,0,"",0,"",2000-07-01,0,0,0
"410703",2000-01-13,"VA","WIND",0,2,229,"K",0,"",2000-01-01,0.229,0,0.229
"410705",2000-01-13,"VA","WIND",0,1,160,"K",0,"",2000-01-01,0.16,0,0.16
"410739",2000-01-30,"VA","STORM",0,2,465,"K",0,"",2000-01-01,0.465,0,0.465
"410796",2000-03-31,"VA","STORM",0,2,0,"",0,"",2000-03-01,0,0,0
"410797",2000-04-05,"VA","WIND",0,5,10,"K",0,"",2000-04-01,0.01,0,0.01
"410948",2000-05-13,"VA","WIND",0,3,50,"K",0,"",2000-05-01,0.05,0,0.05
"410978",2000-05-13,"VA","TORNADO",0,1,500,"K",0,"",2000-05-01,0.5,0,0.5
"411042",2000-05-29,"VA","WIND",1,1,0,"",0,"",2000-05-01,0,0,0
"411043",2000-05-29,"VA","WIND",1,3,0,"",0,"",2000-05-01,0,0,0
"411044",2000-05-29,"VA","WIND",0,2,30,"K",0,"",2000-05-01,0.03,0,0.03
"411090",2000-06-13,"VA","STORM",0,1,0,"",0,"",2000-06-01,0,0,0
"411097",2000-06-14,"VA","STORM",0,3,0,"",0,"",2000-06-01,0,0,0
"411129",2000-06-15,"VA","WIND",0,1,40,"K",0,"",2000-06-01,0.04,0,0.04
"411157",2000-06-17,"VA","FLOOD",0,6,10,"K",0,"",2000-06-01,0.01,0,0.01
"411178",2000-06-21,"VA","STORM",0,2,0,"",0,"",2000-06-01,0,0,0
"411302",2000-07-15,"VA","STORM",0,1,20,"K",0,"",2000-07-01,0.02,0,0.02
"411393",2000-07-30,"VA","STORM",1,1,0,"",0,"",2000-07-01,0,0,0
"411396",2000-07-30,"VA","STORM",0,1,0,"",0,"",2000-07-01,0,0,0
"411743",2000-12-03,"VA","STORM",0,6,50,"K",0,"",2000-12-01,0.05,0,0.05
"411744",2000-12-06,"VA","STORM",0,5,10,"K",0,"",2000-12-01,0.01,0,0.01
"411761",2000-12-17,"VA","WIND",0,2,5,"K",0,"",2000-12-01,0.005,0,0.005
"411776",2000-01-14,"WA","STORM",0,15,0,"",0,"",2000-01-01,0,0,0
"411787",2000-01-19,"WA","AVALANCHE",0,1,0,"",0,"",2000-01-01,0,0,0
"411805",2000-04-04,"WA","WIND",0,1,80,"K",0,"",2000-04-01,0.08,0,0.08
"411843",2000-09-03,"WA","STORM",0,1,1.5,"K",0,"",2000-09-01,0.0015,0,0.0015
"411849",2000-11-04,"WA","WIND",0,2,62,"K",0,"",2000-11-01,0.062,0,0.062
"411864",2000-12-15,"WA","STORM",0,1,650,"K",0,"",2000-12-01,0.65,0,0.65
"411975",2000-05-13,"WV","WIND",0,1,2,"K",0,"",2000-05-01,0.002,0,0.002
"412175",2000-08-09,"WV","WIND",0,2,10,"K",0,"",2000-08-01,0.01,0,0.01
"412353",2000-03-08,"WI","TORNADO",0,16,4.57,"M",0,"",2000-03-01,4.57,0,4.57
"412452",2000-05-12,"WI","STORM",0,2,1,"M",0,"",2000-05-01,1,0,1
"412453",2000-05-12,"WI","STORM",0,4,1.5,"M",300,"K",2000-05-01,1.5,0.3,0.3
"412458",2000-05-12,"WI","STORM",0,30,46,"M",4,"M",2000-05-01,46,4,4
"412516",2000-09-10,"WI","FLOOD",1,1,3.3,"M",0,"",2000-09-01,3.3,0,3.3
"412731",2000-06-13,"WI","FLOOD",0,4,350,"K",300,"K",2000-06-01,0.35,0.3,0.3
"412817",2000-07-08,"WI","STORM",0,2,0,"",0,"",2000-07-01,0,0,0
"412875",2000-07-13,"WI","STORM",0,2,0,"",0,"",2000-07-01,0,0,0
"412906",2000-08-05,"WI","WIND",0,2,5,"M",1.25,"M",2000-08-01,5,1.25,1.25
"412957",2000-08-12,"WI","STORM",1,2,0,"",0,"",2000-08-01,0,0,0
"412973",2000-08-14,"WI","WIND",0,1,0,"",0,"",2000-08-01,0,0,0
"413067",2000-09-01,"WI","WIND",0,3,50,"K",0,"",2000-09-01,0.05,0,0.05
"413206",2000-02-16,"WY","STORM",0,12,100,"K",0,"",2000-02-01,0.1,0,0.1
"413208",2000-02-25,"WY","STORM",0,15,100,"K",0,"",2000-02-01,0.1,0,0.1
"413212",2000-02-25,"WY","WIND",0,3,30,"K",0,"",2000-02-01,0.03,0,0.03
"413412",2000-07-20,"WY","STORM",0,1,108,"K",0,"",2000-07-01,0.108,0,0.108
"413432",2000-08-01,"WY","STORM",0,5,0,"",0,"",2000-08-01,0,0,0
"413446",2000-08-07,"WY","FIRE",1,1,0,"",0,"",2000-08-01,0,0,0
"413514",2000-04-16,"AS","SURF",0,1,0,"",0,"",2000-04-01,0,0,0
"413534",2000-01-16,"GU","SURF",1,2,0,"",0,"",2000-01-01,0,0,0
"413535",2000-01-24,"GU","WIND",0,1,50,"K",0,"",2000-01-01,0.05,0,0.05
"413538",2000-02-11,"GU","SURF",1,1,0,"",0,"",2000-02-01,0,0,0
"413539",2000-02-12,"GU","SURF",0,1,0,"",0,"",2000-02-01,0,0,0
"413540",2000-02-19,"GU","SURF",0,2,0,"",0,"",2000-02-01,0,0,0
"413581",2000-10-09,"GU","SURF",0,1,0,"",0,"",2000-10-01,0,0,0
"413582",2000-10-23,"GU","SURF",1,1,0,"",0,"",2000-10-01,0,0,0
"413603",2000-03-22,"PR","SURF",0,4,0,"",0,"",2000-03-01,0,0,0
"413607",2000-05-05,"PR","STORM",0,7,0,"",0,"",2000-05-01,0,0,0
"413632",2000-07-29,"PR","WIND",0,1,15,"K",0,"",2000-07-01,0.015,0,0.015
"413685",2001-01-19,"AL","TORNADO",0,4,450,"K",0,"K",2001-01-01,0.45,0,0.45
"413720",2001-02-16,"AL","WIND",0,2,250,"K",0,"K",2001-02-01,0.25,0,0.25
"413723",2001-02-16,"AL","WIND",1,4,400,"K",0,"K",2001-02-01,0.4,0,0.4
"413734",2001-02-16,"AL","WIND",0,1,20,"K",0,"K",2001-02-01,0.02,0,0.02
"413798",2001-03-12,"AL","WIND",0,6,1,"M",0,"",2001-03-01,1,0,1
"413804",2001-03-12,"AL","WIND",0,1,1,"M",0,"",2001-03-01,1,0,1
"413807",2001-03-12,"AL","WIND",0,1,1.3,"M",0,"",2001-03-01,1.3,0,1.3
"413818",2001-03-12,"AL","TORNADO",2,1,1,"M",0,"",2001-03-01,1,0,1
"413824",2001-03-12,"AL","WIND",1,1,14,"K",0,"K",2001-03-01,0.014,0,0.014
"413856",2001-04-03,"AL","STORM",0,1,5,"K",0,"K",2001-04-01,0.005,0,0.005
"413923",2001-05-20,"AL","WIND",1,3,35,"K",0,"K",2001-05-01,0.035,0,0.035
"414002",2001-05-30,"AL","STORM",0,1,0,"",0,"",2001-05-01,0,0,0
"414003",2001-05-30,"AL","STORM",0,1,0,"",0,"",2001-05-01,0,0,0
"414004",2001-05-31,"AL","STORM",0,1,1,"K",0,"K",2001-05-01,0.001,0,0.001
"414022",2001-06-03,"AL","WIND",0,9,15,"K",0,"K",2001-06-01,0.015,0,0.015
"414093",2001-06-22,"AL","STORM",0,1,0,"",0,"",2001-06-01,0,0,0
"414123",2001-07-04,"AL","STORM",0,1,0,"K",0,"K",2001-07-01,0,0,0
"414130",2001-07-05,"AL","STORM",0,1,0,"K",0,"K",2001-07-01,0,0,0
"414174",2001-07-25,"AL","STORM",0,1,8,"K",0,"K",2001-07-01,0.008,0,0.008
"414201",2001-08-10,"AL","FLOOD",0,4,100,"K",0,"K",2001-08-01,0.1,0,0.1
"414204",2001-08-12,"AL","STORM",1,4,0,"K",0,"K",2001-08-01,0,0,0
"414234",2001-09-03,"AL","STORM",1,1,18,"K",0,"K",2001-09-01,0.018,0,0.018
"414235",2001-09-06,"AL","STORM",1,6,0,"K",0,"K",2001-09-01,0,0,0
"414242",2001-09-23,"AL","STORM",0,1,0,"",0,"",2001-09-01,0,0,0
"414308",2001-10-24,"AL","WIND",0,9,2,"K",0,"K",2001-10-01,0.002,0,0.002
"414318",2001-11-24,"AL","TORNADO",2,1,600,"K",0,"K",2001-11-01,0.6,0,0.6
"414322",2001-11-24,"AL","TORNADO",0,13,800,"K",0,"K",2001-11-01,0.8,0,0.8
"414331",2001-11-24,"AL","TORNADO",0,2,250,"K",0,"K",2001-11-01,0.25,0,0.25
"414345",2001-11-24,"AL","TORNADO",0,22,800,"K",0,"K",2001-11-01,0.8,0,0.8
"414347",2001-11-24,"AL","TORNADO",0,1,200,"K",0,"K",2001-11-01,0.2,0,0.2
"414350",2001-11-24,"AL","TORNADO",0,7,400,"K",0,"K",2001-11-01,0.4,0,0.4
"414354",2001-11-24,"AL","STORM",0,1,0,"K",0,"K",2001-11-01,0,0,0
"414357",2001-11-24,"AL","TORNADO",2,4,300,"K",0,"K",2001-11-01,0.3,0,0.3
"414358",2001-11-24,"AL","TORNADO",0,2,500,"K",0,"K",2001-11-01,0.5,0,0.5
"414360",2001-11-24,"AL","TORNADO",0,15,800,"K",0,"K",2001-11-01,0.8,0,0.8
"414364",2001-11-24,"AL","TORNADO",0,5,250,"K",0,"K",2001-11-01,0.25,0,0.25
"414373",2001-11-24,"AL","TORNADO",0,3,100,"K",0,"",2001-11-01,0.1,0,0.1
"414383",2001-11-25,"AL","TORNADO",0,25,3,"M",0,"",2001-11-01,3,0,3
"414384",2001-11-25,"AL","TORNADO",0,2,75,"K",0,"",2001-11-01,0.075,0,0.075
"414393",2001-01-01,"AK","AVALANCHE",0,1,0,"",0,"",2001-01-01,0,0,0
"414450",2001-02-03,"AK","AVALANCHE",2,1,0,"",0,"",2001-02-01,0,0,0
"414459",2001-02-10,"AK","STORM",1,1,0,"",0,"",2001-02-01,0,0,0
"414476",2001-02-16,"AK","STORM",0,1,0,"",0,"",2001-02-01,0,0,0
"414512",2001-03-18,"AK","AVALANCHE",1,1,0,"",0,"",2001-03-01,0,0,0
"414579",2001-10-17,"AK","WIND",0,1,0.5,"K",0,"",2001-10-01,5e-04,0,5e-04
"414596",2001-11-17,"AK","STORM",0,5,30,"K",0,"",2001-11-01,0.03,0,0.03
"414618",2001-12-08,"AK","STORM",1,1,0,"",0,"",2001-12-01,0,0,0
"414621",2001-12-12,"AK","AVALANCHE",1,1,0,"",0,"",2001-12-01,0,0,0
"414693",2001-03-01,"AZ","FOG",0,8,0,"",0,"",2001-03-01,0,0,0
"414729",2001-07-04,"AZ","STORM",0,1,0,"",0,"",2001-07-01,0,0,0
"414755",2001-07-24,"AZ","WIND",0,1,50,"K",0,"K",2001-07-01,0.05,0,0.05
"414759",2001-07-25,"AZ","WIND",0,1,30,"K",0,"",2001-07-01,0.03,0,0.03
"414766",2001-07-31,"AZ","WIND",0,9,0,"K",0,"K",2001-07-01,0,0,0
"414802",2001-08-12,"AZ","WIND",0,1,100,"K",0,"",2001-08-01,0.1,0,0.1
"414816",2001-08-14,"AZ","WIND",0,1,30,"K",0,"",2001-08-01,0.03,0,0.03
"414868",2001-11-29,"AZ","STORM",1,5,0,"",0,"",2001-11-01,0,0,0
"414947",2001-02-24,"AR","TORNADO",0,8,0,"",0,"",2001-02-01,0,0,0
"414953",2001-02-24,"AR","TORNADO",0,3,0,"",0,"",2001-02-01,0,0,0
"414960",2001-02-24,"AR","TORNADO",1,3,0,"",0,"",2001-02-01,0,0,0
"414977",2001-02-24,"AR","TORNADO",0,1,0,"",0,"",2001-02-01,0,0,0
"414997",2001-02-24,"AR","TORNADO",0,2,50,"K",0,"",2001-02-01,0.05,0,0.05
"415091",2001-04-14,"AR","WIND",0,3,0,"",0,"",2001-04-01,0,0,0
"415252",2001-07-13,"AR","STORM",0,3,0,"",0,"",2001-07-01,0,0,0
"415651",2001-09-08,"AR","STORM",0,1,0,"",0,"",2001-09-01,0,0,0
"415799",2001-11-23,"AR","TORNADO",1,4,0,"",0,"",2001-11-01,0,0,0
"415841",2001-11-24,"AR","TORNADO",3,11,2,"M",0,"",2001-11-01,2,0,2
"415842",2001-11-24,"AR","TORNADO",0,3,0,"",0,"",2001-11-01,0,0,0
"415950",2001-01-02,"CA","WIND",0,1,50,"K",0,"",2001-01-01,0.05,0,0.05
"415954",2001-01-03,"CA","FIRE",0,2,10,"M",0,"",2001-01-01,10,0,10
"415958",2001-01-03,"CA","FIRE",0,1,0,"",0,"",2001-01-01,0,0,0
"415960",2001-01-07,"CA","STORM",0,1,350,"K",0,"",2001-01-01,0.35,0,0.35
"415980",2001-01-10,"CA","WIND",0,4,20,"K",0,"",2001-01-01,0.02,0,0.02
"415983",2001-01-10,"CA","FLOOD",0,3,0,"",0,"",2001-01-01,0,0,0
"415984",2001-01-10,"CA","STORM",0,15,60,"K",0,"",2001-01-01,0.06,0,0.06
"416034",2001-04-20,"CA","WIND",0,1,0,"",0,"",2001-04-01,0,0,0
"416051",2001-09-02,"CA","STORM",1,1,0,"",0,"",2001-09-01,0,0,0
"416053",2001-07-08,"CO","WIND",0,2,0,"",0,"",2001-07-01,0,0,0
"416054",2001-07-08,"CO","WIND",0,1,0,"",0,"",2001-07-01,0,0,0
"416058",2001-07-08,"CO","STORM",0,1,0,"",0,"",2001-07-01,0,0,0
"416106",2001-01-25,"CA","STORM",0,1,1,"M",0,"",2001-01-01,1,0,1
"416116",2001-01-26,"CA","FOG",0,9,150,"K",0,"",2001-01-01,0.15,0,0.15
"416120",2001-01-30,"CA","WIND",1,1,0,"",0,"",2001-01-01,0,0,0
"416122",2001-02-01,"CA","FOG",0,6,0,"",0,"",2001-02-01,0,0,0
"416131",2001-02-06,"CA","WIND",0,1,300,"K",0,"",2001-02-01,0.3,0,0.3
"416198",2001-02-11,"CA","STORM",0,31,150,"K",0,"",2001-02-01,0.15,0,0.15
"416212",2001-02-13,"CA","FLOOD",0,1,60,"K",0,"",2001-02-01,0.06,0,0.06
"416227",2001-02-20,"CA","SURF",0,7,0,"",0,"",2001-02-01,0,0,0
"416257",2001-02-24,"CA","FOG",0,1,0,"",0,"",2001-02-01,0,0,0
"416340",2001-03-29,"CA","SURF",0,5,150,"K",0,"",2001-03-01,0.15,0,0.15
"416361",2001-04-07,"CA","COLD",0,65,0,"",0,"",2001-04-01,0,0,0
"416392",2001-05-07,"CA","HEAT",1,19,0,"",0,"",2001-05-01,0,0,0
"416394",2001-05-11,"CA","FIRE",0,1,0,"",0,"",2001-05-01,0,0,0
"416415",2001-06-14,"CA","FIRE",0,6,150,"K",0,"",2001-06-01,0.15,0,0.15
"416417",2001-06-15,"CA","FIRE",0,3,0,"",0,"",2001-06-01,0,0,0
"416418",2001-06-16,"CA","FIRE",0,2,0,"",0,"",2001-06-01,0,0,0
"416421",2001-06-17,"CA","FIRE",0,6,0,"",0,"",2001-06-01,0,0,0
"416424",2001-06-22,"CA","HEAT",1,2,0,"",0,"",2001-06-01,0,0,0
"416426",2001-06-23,"CA","FIRE",0,2,50,"K",0,"",2001-06-01,0.05,0,0.05
"416437",2001-07-01,"CA","HEAT",0,1,0,"",0,"",2001-07-01,0,0,0
"416440",2001-07-01,"CA","HEAT",0,2,0,"",0,"",2001-07-01,0,0,0
"416444",2001-07-01,"CA","SURF",0,4,0,"",0,"",2001-07-01,0,0,0
"416457",2001-07-06,"CA","STORM",0,1,840,"K",0,"",2001-07-01,0.84,0,0.84
"416472",2001-07-07,"CA","FLOOD",0,1,500,"K",0,"",2001-07-01,0.5,0,0.5
"416481",2001-07-07,"CA","SURF",0,2,0,"",0,"",2001-07-01,0,0,0
"416493",2001-07-11,"CA","FIRE",0,2,150,"K",0,"",2001-07-01,0.15,0,0.15
"416522",2001-08-12,"CA","SURF",0,2,20,"K",0,"",2001-08-01,0.02,0,0.02
"416524",2001-08-14,"CA","FIRE",0,3,0,"",0,"",2001-08-01,0,0,0
"416544",2001-09-03,"CA","STORM",1,1,0,"",0,"",2001-09-01,0,0,0
"416550",2001-09-16,"CA","FIRE",0,2,50,"K",0,"",2001-09-01,0.05,0,0.05
"416551",2001-09-16,"CA","SURF",0,1,0,"",0,"",2001-09-01,0,0,0
"416553",2001-09-23,"CA","HEAT",0,1,0,"",0,"",2001-09-01,0,0,0
"416565",2001-09-25,"CA","SURF",0,2,10,"K",0,"",2001-09-01,0.01,0,0.01
"416582",2001-10-15,"CA","SURF",0,3,150,"K",0,"",2001-10-01,0.15,0,0.15
"416607",2001-11-21,"CA","SURF",0,4,25,"K",0,"",2001-11-01,0.025,0,0.025
"416646",2001-11-27,"CA","WIND",0,4,55,"K",0,"",2001-11-01,0.055,0,0.055
"416682",2001-12-07,"CA","WIND",0,3,250,"K",0,"",2001-12-01,0.25,0,0.25
"416683",2001-12-07,"CA","SURF",1,1,0,"",0,"",2001-12-01,0,0,0
"416685",2001-12-08,"CA","FIRE",0,1,2,"M",0,"",2001-12-01,2,0,2
"416741",2001-12-30,"CA","SURF",1,1,2.5,"K",0,"",2001-12-01,0.0025,0,0.0025
"416764",2001-02-13,"CO","WIND",0,1,25,"K",0,"",2001-02-01,0.025,0,0.025
"416767",2001-02-18,"CO","AVALANCHE",0,1,0,"",0,"",2001-02-01,0,0,0
"416830",2001-04-28,"CO","STORM",0,1,0,"",0,"",2001-04-01,0,0,0
"416842",2001-05-10,"CO","STORM",0,1,0,"",0,"",2001-05-01,0,0,0
"416843",2001-05-14,"CO","STORM",0,1,0,"",0,"",2001-05-01,0,0,0
"416855",2001-05-20,"CO","WIND",0,6,3.43,"M",0,"",2001-05-01,3.43,0,3.43
"416897",2001-05-28,"CO","WIND",0,7,400,"K",0,"",2001-05-01,0.4,0,0.4
"416898",2001-05-28,"CO","TORNADO",0,4,20,"K",0,"",2001-05-01,0.02,0,0.02
"416899",2001-05-28,"CO","TORNADO",0,4,8,"M",0,"",2001-05-01,8,0,8
"416900",2001-05-28,"CO","TORNADO",0,5,100,"K",0,"",2001-05-01,0.1,0,0.1
"416944",2001-05-30,"CO","STORM",1,3,0,"",0,"",2001-05-01,0,0,0
"417067",2001-06-20,"CO","STORM",0,5,49,"M",0,"",2001-06-01,49,0,49
"417092",2001-06-25,"CO","STORM",0,5,0,"",0,"",2001-06-01,0,0,0
"417170",2001-07-11,"CO","STORM",0,1,0,"",0,"",2001-07-01,0,0,0
"417212",2001-07-15,"CO","STORM",0,1,0.25,"K",0,"",2001-07-01,0.00025,0,0.00025
"417276",2001-08-01,"CO","STORM",0,1,0,"",0,"",2001-08-01,0,0,0
"417307",2001-08-05,"CO","STORM",0,1,0,"",0,"",2001-08-01,0,0,0
"417310",2001-08-06,"CO","STORM",0,3,0,"",0,"",2001-08-01,0,0,0
"417360",2001-08-28,"CO","WIND",0,2,0,"",0,"",2001-08-01,0,0,0
"417552",2001-06-23,"CT","TORNADO",0,1,150,"K",0,"",2001-06-01,0.15,0,0.15
"417563",2001-07-01,"CT","STORM",0,2,0,"",0,"",2001-07-01,0,0,0
"417574",2001-08-10,"CT","STORM",0,1,0,"",0,"",2001-08-01,0,0,0
"417581",2001-08-10,"CT","STORM",0,1,0,"",0,"",2001-08-01,0,0,0
"417627",2001-07-05,"DE","STORM",0,1,0,"",0,"",2001-07-01,0,0,0
"417629",2001-07-19,"DE","SURF",0,20,0,"",0,"",2001-07-01,0,0,0
"417631",2001-07-27,"DE","SURF",0,7,0,"",0,"",2001-07-01,0,0,0
"417633",2001-08-01,"DE","SURF",0,5,0,"",0,"",2001-08-01,0,0,0
"417648",2001-08-12,"DE","STORM",0,2,10,"K",0,"",2001-08-01,0.01,0,0.01
"417674",2001-03-21,"DC","WIND",0,3,40,"K",0,"",2001-03-01,0.04,0,0.04
"417685",2001-08-11,"DC","FLOOD",0,2,6,"M",0,"",2001-08-01,6,0,6
"417711",2001-02-09,"FL","SURF",0,1,0,"",0,"",2001-02-01,0,0,0
"417722",2001-02-19,"FL","FIRE",0,1,100,"K",0,"",2001-02-01,0.1,0,0.1
"417723",2001-02-25,"FL","SURF",0,1,0,"",0,"",2001-02-01,0,0,0
"417730",2001-03-03,"FL","STORM",0,1,0,"",0,"",2001-03-01,0,0,0
"417764",2001-03-13,"FL","STORM",0,1,0,"",0,"",2001-03-01,0,0,0
"417768",2001-03-13,"FL","TORNADO",0,5,5,"M",0,"",2001-03-01,5,0,5
"417769",2001-03-13,"FL","WIND",0,1,30,"K",0,"",2001-03-01,0.03,0,0.03
"417772",2001-03-15,"FL","TORNADO",1,21,1.5,"M",0,"",2001-03-01,1.5,0,1.5
"417790",2001-03-19,"FL","STORM",0,1,0,"",0,"",2001-03-01,0,0,0
"417811",2001-03-29,"FL","TORNADO",0,1,75,"K",0,"",2001-03-01,0.075,0,0.075
"417857",2001-03-31,"FL","STORM",0,1,0,"",0,"",2001-03-01,0,0,0
"417873",2001-04-03,"FL","SURF",1,1,0,"",0,"",2001-04-01,0,0,0
"417889",2001-05-01,"FL","STORM",0,2,0,"",0,"",2001-05-01,0,0,0
"417893",2001-05-03,"FL","STORM",0,1,0,"",0,"",2001-05-01,0,0,0
"417945",2001-06-02,"FL","STORM",1,7,0,"",0,"",2001-06-01,0,0,0
"417948",2001-06-03,"FL","STORM",0,1,0,"",0,"",2001-06-01,0,0,0
"417949",2001-06-03,"FL","STORM",0,1,0,"",0,"",2001-06-01,0,0,0
"417961",2001-06-04,"FL","STORM",0,1,0,"",0,"",2001-06-01,0,0,0
"417962",2001-06-04,"FL","STORM",0,1,0,"",0,"",2001-06-01,0,0,0
"417963",2001-06-04,"FL","STORM",0,2,0,"",0,"",2001-06-01,0,0,0
"417985",2001-06-05,"FL","STORM",0,1,0,"",0,"",2001-06-01,0,0,0
"417988",2001-06-05,"FL","STORM",0,2,0,"",0,"",2001-06-01,0,0,0
"417991",2001-06-05,"FL","STORM",0,2,0,"",0,"",2001-06-01,0,0,0
"417996",2001-06-06,"FL","SURF",2,2,0,"",0,"",2001-06-01,0,0,0
"417999",2001-06-06,"FL","SURF",0,2,0,"",0,"",2001-06-01,0,0,0
"418005",2001-06-07,"FL","SURF",0,1,0,"",0,"",2001-06-01,0,0,0
"418006",2001-06-07,"FL","STORM",0,5,0,"",0,"",2001-06-01,0,0,0
"418037",2001-06-12,"FL","TORNADO",0,1,200,"K",0,"",2001-06-01,0.2,0,0.2
"418079",2001-06-16,"FL","WIND",0,1,4,"K",0,"",2001-06-01,0.004,0,0.004
"418140",2001-06-21,"FL","STORM",0,1,0,"",0,"",2001-06-01,0,0,0
"418151",2001-06-21,"FL","STORM",0,5,0,"",0,"",2001-06-01,0,0,0
"418176",2001-06-23,"FL","STORM",0,1,0,"",0,"",2001-06-01,0,0,0
"418181",2001-06-24,"FL","STORM",0,2,0,"",0,"",2001-06-01,0,0,0
"418191",2001-06-25,"FL","STORM",0,1,0,"",0,"",2001-06-01,0,0,0
"418202",2001-06-26,"FL","WIND",0,1,0,"",0,"",2001-06-01,0,0,0
"418206",2001-06-27,"FL","STORM",0,1,0,"",0,"",2001-06-01,0,0,0
